review_id,customer_id,product,rating,review_text,review_date
REV_0002323,CUST_00935,Phone Case,2,"Broke after a week of use. Missing parts in the box. Cheaply made, avoid this product.",2023-10-22
REV_0002324,CUST_00936,Bluetooth Speaker,3,Average quality. The packaging was nice at least. Serves its purpose but could be improved.,2024-12-11
REV_0002325,CUST_00938,Sunglasses,2,"Broke after a week of use. The battery life is terrible. Cheaply made, avoid this product.",2024-07-09
REV_0002326,CUST_00939,Sunglasses,3,Solid enough product. The color was slightly different from the photo. No major complaints but room for improvement.,2023-11-21
REV_0002327,CUST_00939,Water Bottle,4,Exceeded my expectations! Customer support was super helpful. Will be buying again soon.,2024-01-11
REV_0002328,CUST_00940,Notebook Set,3,Average quality. Took a while to arrive. Serves its purpose but could be improved.,2024-01-02
REV_0002329,CUST_00940,Desk Lamp,4,This is my third purchase and it never disappoints. Arrived earlier than expected. Loyal customer here!,2024-04-15
REV_0002330,CUST_00940,Portable Charger,5,Impressive quality and fast shipping. The material feels premium. Couldn't be happier.,2024-04-03
REV_0002331,CUST_00940,Yoga Mat,5,Best purchase I've made this year. The design is sleek and modern. Worth every penny.,2023-09-21
REV_0002332,CUST_00940,Phone Case,2,Complete garbage. Missing parts in the box. I've wasted so much time dealing with returns.,2024-11-15
REV_0002333,CUST_00941,Yoga Mat,4,Perfect! Exactly what I was looking for. Customer support was super helpful. Five stars all the way.,2024-12-05
REV_0002334,CUST_00941,Wireless Headphones,4,Absolutely love this product! Better than the more expensive alternatives. Would definitely recommend to friends and family.,2024-08-08
REV_0002335,CUST_00945,Coffee Maker,2,"Poor quality product. Missing parts in the box. Waste of money, returning immediately.",2024-11-20
REV_0002336,CUST_00947,Yoga Mat,3,It's okay for what you pay. The packaging was nice at least. Might look for alternatives next time.,2024-01-03
REV_0002337,CUST_00948,Water Bottle,2,Complete garbage. Arrived damaged with no protective packaging. I've wasted so much time dealing with returns.,2024-05-08
REV_0002338,CUST_00949,Bluetooth Speaker,4,Best purchase I've made this year. My whole family loves it. Worth every penny.,2023-11-24
REV_0002339,CUST_00949,Yoga Mat,5,"Amazing product, amazing service. Easy to set up and use. Keep up the great work!",2023-12-16
REV_0002340,CUST_00949,Bluetooth Speaker,4,Absolutely love this product! Better than the more expensive alternatives. Would definitely recommend to friends and family.,2024-10-13
REV_0002341,CUST_00949,Wireless Headphones,3,It's okay for what you pay. Instructions could be clearer. Might look for alternatives next time.,2024-02-08
REV_0002342,CUST_00949,Coffee Maker,5,Absolutely love this product! Better than the more expensive alternatives. Would definitely recommend to friends and family.,2023-11-08
REV_0002343,CUST_00950,Sunglasses,3,Solid enough product. Instructions could be clearer. No major complaints but room for improvement.,2023-12-02
REV_0002344,CUST_00950,Phone Case,5,Perfect! Exactly what I was looking for. Easy to set up and use. Five stars all the way.,2024-02-11
REV_0002345,CUST_00950,Bluetooth Speaker,4,Perfect! Exactly what I was looking for. Customer support was super helpful. Five stars all the way.,2023-04-26
REV_0002346,CUST_00950,Bluetooth Speaker,1,Worst purchase I've ever made. It doesn't match the description at all. Demanding a full refund.,2023-10-20
REV_0002347,CUST_00950,Notebook Set,4,Exceeded my expectations! Easy to set up and use. Will be buying again soon.,2024-08-31
REV_0002348,CUST_00951,Running Shoes,5,"Amazing product, amazing service. Customer support was super helpful. Keep up the great work!",2024-07-27
REV_0002349,CUST_00951,Kitchen Scale,4,Best purchase I've made this year. Easy to set up and use. Worth every penny.,2024-05-03
REV_0002350,CUST_00951,Phone Case,3,It's okay for what you pay. Size runs a bit small. Might look for alternatives next time.,2024-02-14
REV_0002351,CUST_00951,Water Bottle,5,Perfect! Exactly what I was looking for. The design is sleek and modern. Five stars all the way.,2024-07-06
REV_0002352,CUST_00952,Backpack,5,Impressive quality and fast shipping. The design is sleek and modern. Couldn't be happier.,2023-12-02
REV_0002353,CUST_00952,Backpack,4,"Amazing product, amazing service. Works exactly as advertised. Keep up the great work!",2023-08-30
REV_0002354,CUST_00952,Water Bottle,3,Solid enough product. Took a while to arrive. No major complaints but room for improvement.,2023-09-24
REV_0002355,CUST_00953,Sunglasses,3,Average quality. The color was slightly different from the photo. Serves its purpose but could be improved.,2024-12-07
REV_0002356,CUST_00953,Water Bottle,4,This is my third purchase and it never disappoints. Arrived earlier than expected. Loyal customer here!,2024-11-12
REV_0002357,CUST_00954,Running Shoes,3,Average quality. It works but feels flimsy. Serves its purpose but could be improved.,2023-06-03
REV_0002358,CUST_00954,Bluetooth Speaker,4,Exceeded my expectations! My whole family loves it. Will be buying again soon.,2023-11-02
REV_0002359,CUST_00955,Yoga Mat,2,Worst purchase I've ever made. The stitching came apart immediately. Demanding a full refund.,2024-07-26
REV_0002360,CUST_00955,Wireless Headphones,4,Absolutely love this product! Arrived earlier than expected. Would definitely recommend to friends and family.,2024-05-12
REV_0002361,CUST_00955,Yoga Mat,5,This is my third purchase and it never disappoints. Easy to set up and use. Loyal customer here!,2024-10-08
REV_0002362,CUST_00956,Backpack,4,Absolutely love this product! Better than the more expensive alternatives. Would definitely recommend to friends and family.,2024-02-16
REV_0002363,CUST_00956,Wireless Headphones,5,Absolutely love this product! The design is sleek and modern. Would definitely recommend to friends and family.,2024-10-13
REV_0002364,CUST_00956,Laptop Stand,5,"Amazing product, amazing service. Works exactly as advertised. Keep up the great work!",2024-06-18
REV_0002365,CUST_00956,Yoga Mat,3,Decent product overall. The color was slightly different from the photo. Not bad but nothing special either.,2024-11-11
REV_0002366,CUST_00956,Portable Charger,5,Exceeded my expectations! Easy to set up and use. Will be buying again soon.,2024-05-18
REV_0002367,CUST_00957,Bluetooth Speaker,3,Average quality. It works but feels flimsy. Serves its purpose but could be improved.,2024-04-27
REV_0002368,CUST_00957,Desk Lamp,3,Does the job but It works but feels flimsy. Expected a bit more for the price.,2024-03-14
REV_0002369,CUST_00957,Notebook Set,1,Worst purchase I've ever made. It stopped working after just a few uses. Demanding a full refund.,2024-12-14
REV_0002370,CUST_00957,Yoga Mat,4,Best purchase I've made this year. Works exactly as advertised. Worth every penny.,2024-07-21
REV_0002371,CUST_00957,Coffee Maker,3,Solid enough product. The packaging was nice at least. No major complaints but room for improvement.,2024-03-13
REV_0002372,CUST_00958,Water Bottle,4,Best purchase I've made this year. Works exactly as advertised. Worth every penny.,2024-05-14
REV_0002373,CUST_00958,Kitchen Scale,5,Absolutely love this product! Works exactly as advertised. Would definitely recommend to friends and family.,2024-08-10
REV_0002374,CUST_00958,Bluetooth Speaker,5,Perfect! Exactly what I was looking for. The design is sleek and modern. Five stars all the way.,2024-09-02
REV_0002375,CUST_00958,Portable Charger,5,Best purchase I've made this year. Better than the more expensive alternatives. Worth every penny.,2024-09-09
REV_0002376,CUST_00959,Wireless Headphones,3,Average quality. The color was slightly different from the photo. Serves its purpose but could be improved.,2024-04-29
REV_0002377,CUST_00960,Water Bottle,4,Exceeded my expectations! The material feels premium. Will be buying again soon.,2024-09-20
REV_0002378,CUST_00960,Portable Charger,5,"Amazing product, amazing service. Works exactly as advertised. Keep up the great work!",2024-09-18
REV_0002379,CUST_00961,Smart Watch,5,"Amazing product, amazing service. The design is sleek and modern. Keep up the great work!",2024-05-27
REV_0002380,CUST_00961,Portable Charger,4,Absolutely love this product! The design is sleek and modern. Would definitely recommend to friends and family.,2024-11-30
REV_0002381,CUST_00961,Coffee Maker,5,"Amazing product, amazing service. The material feels premium. Keep up the great work!",2024-12-18
REV_0002382,CUST_00962,Desk Lamp,4,Perfect! Exactly what I was looking for. The material feels premium. Five stars all the way.,2024-10-07
REV_0002383,CUST_00963,Kitchen Scale,4,Exceeded my expectations! Easy to set up and use. Will be buying again soon.,2024-11-27
REV_0002384,CUST_00963,Sunglasses,4,Exceeded my expectations! Works exactly as advertised. Will be buying again soon.,2024-12-13
REV_0002385,CUST_00964,Notebook Set,2,Very disappointed with this purchase. The material feels cheap and flimsy. Would not recommend.,2023-12-06
REV_0002386,CUST_00965,Laptop Stand,5,Perfect! Exactly what I was looking for. Easy to set up and use. Five stars all the way.,2023-12-09
REV_0002387,CUST_00965,Phone Case,2,"Poor quality product. It stopped working after just a few uses. Waste of money, returning immediately.",2024-02-26
REV_0002388,CUST_00966,Yoga Mat,3,"Mixed feelings about this one. The packaging was nice at least. Some good aspects, some not so much.",2024-06-04
REV_0002389,CUST_00966,Desk Lamp,2,Complete garbage. The material feels cheap and flimsy. I've wasted so much time dealing with returns.,2024-07-30
REV_0002390,CUST_00966,Notebook Set,4,Best purchase I've made this year. The material feels premium. Worth every penny.,2024-05-09
REV_0002391,CUST_00966,Wireless Headphones,3,Does the job but Size runs a bit small. Expected a bit more for the price.,2024-06-22
REV_0002392,CUST_00967,Smart Watch,4,"Amazing product, amazing service. Easy to set up and use. Keep up the great work!",2024-05-04
REV_0002393,CUST_00967,Water Bottle,5,Best purchase I've made this year. Arrived earlier than expected. Worth every penny.,2024-01-26
REV_0002394,CUST_00967,Backpack,5,Best purchase I've made this year. Customer support was super helpful. Worth every penny.,2024-02-28
REV_0002395,CUST_00968,Backpack,4,"Amazing product, amazing service. The material feels premium. Keep up the great work!",2024-05-31
REV_0002396,CUST_00968,Kitchen Scale,1,Worst purchase I've ever made. Missing parts in the box. Demanding a full refund.,2024-12-03
REV_0002397,CUST_00968,Phone Case,5,Absolutely love this product! Works exactly as advertised. Would definitely recommend to friends and family.,2024-06-14
REV_0002398,CUST_00969,Sunglasses,2,Hugely disappointing. It doesn't match the description at all. The product photos are misleading.,2023-08-21
REV_0002399,CUST_00969,Smart Watch,3,It's okay for what you pay. The packaging was nice at least. Might look for alternatives next time.,2024-08-30
REV_0002400,CUST_00969,Water Bottle,3,Decent product overall. Size runs a bit small. Not bad but nothing special either.,2023-12-07
REV_0002401,CUST_00970,Desk Lamp,2,Very disappointed with this purchase. The material feels cheap and flimsy. Would not recommend.,2024-11-04
REV_0002402,CUST_00970,Bluetooth Speaker,3,Decent product overall. The packaging was nice at least. Not bad but nothing special either.,2024-08-03
REV_0002403,CUST_00970,Desk Lamp,5,Perfect! Exactly what I was looking for. Works exactly as advertised. Five stars all the way.,2024-12-21
REV_0002404,CUST_00970,Kitchen Scale,3,Average quality. It works but feels flimsy. Serves its purpose but could be improved.,2024-10-26
REV_0002405,CUST_00970,Kitchen Scale,3,It's okay for what you pay. It works but feels flimsy. Might look for alternatives next time.,2024-04-07
REV_0002406,CUST_00971,Bluetooth Speaker,2,Not as described at all. It doesn't match the description at all. Feel completely ripped off.,2024-11-06
REV_0002407,CUST_00971,Water Bottle,3,Solid enough product. Size runs a bit small. No major complaints but room for improvement.,2024-12-05
REV_0002408,CUST_00972,Bluetooth Speaker,5,Best purchase I've made this year. Arrived earlier than expected. Worth every penny.,2024-06-10
REV_0002409,CUST_00972,Water Bottle,3,"Mixed feelings about this one. Took a while to arrive. Some good aspects, some not so much.",2024-06-29
REV_0002410,CUST_00973,Smart Watch,5,Exceeded my expectations! Arrived earlier than expected. Will be buying again soon.,2024-12-23
REV_0002411,CUST_00973,Smart Watch,4,This is my third purchase and it never disappoints. Customer support was super helpful. Loyal customer here!,2024-08-06
REV_0002412,CUST_00973,Coffee Maker,4,Exceeded my expectations! Arrived earlier than expected. Will be buying again soon.,2024-09-27
REV_0002413,CUST_00973,Backpack,3,Solid enough product. The color was slightly different from the photo. No major complaints but room for improvement.,2024-12-23
REV_0002414,CUST_00973,Kitchen Scale,5,Perfect! Exactly what I was looking for. Customer support was super helpful. Five stars all the way.,2024-08-12
REV_0002415,CUST_00974,Kitchen Scale,5,Exceeded my expectations! Better than the more expensive alternatives. Will be buying again soon.,2024-06-30
REV_0002416,CUST_00974,Desk Lamp,3,"Mixed feelings about this one. Took a while to arrive. Some good aspects, some not so much.",2024-10-30
REV_0002417,CUST_00974,Desk Lamp,4,Best purchase I've made this year. Easy to set up and use. Worth every penny.,2024-03-31
REV_0002418,CUST_00974,Laptop Stand,3,Solid enough product. Size runs a bit small. No major complaints but room for improvement.,2023-07-16
REV_0002419,CUST_00975,Bluetooth Speaker,4,Great quality for the price. Customer support was super helpful. Very satisfied with my purchase.,2024-11-09
REV_0002420,CUST_00975,Sunglasses,4,Great quality for the price. Works exactly as advertised. Very satisfied with my purchase.,2024-09-08
REV_0002421,CUST_00976,Desk Lamp,3,"Mixed feelings about this one. The packaging was nice at least. Some good aspects, some not so much.",2024-12-19
REV_0002422,CUST_00976,Coffee Maker,3,"Mixed feelings about this one. The color was slightly different from the photo. Some good aspects, some not so much.",2024-08-30
REV_0002423,CUST_00977,Kitchen Scale,2,Complete garbage. The material feels cheap and flimsy. I've wasted so much time dealing with returns.,2024-05-04
REV_0002424,CUST_00977,Coffee Maker,4,Exceeded my expectations! Better than the more expensive alternatives. Will be buying again soon.,2023-11-08
REV_0002425,CUST_00977,Yoga Mat,1,Very disappointed with this purchase. Waited 3 weeks for delivery. Would not recommend.,2024-01-11
REV_0002426,CUST_00977,Notebook Set,4,"Amazing product, amazing service. Arrived earlier than expected. Keep up the great work!",2024-07-09
REV_0002427,CUST_00977,Desk Lamp,1,"Broke after a week of use. Missing parts in the box. Cheaply made, avoid this product.",2024-09-16
REV_0002428,CUST_00978,Water Bottle,4,Exceeded my expectations! The material feels premium. Will be buying again soon.,2023-12-24
REV_0002429,CUST_00978,Yoga Mat,4,"Amazing product, amazing service. The material feels premium. Keep up the great work!",2023-04-06
REV_0002430,CUST_00978,Wireless Headphones,3,Decent product overall. Took a while to arrive. Not bad but nothing special either.,2024-05-04
REV_0002431,CUST_00978,Bluetooth Speaker,5,Perfect! Exactly what I was looking for. Easy to set up and use. Five stars all the way.,2024-12-11
REV_0002432,CUST_00979,Notebook Set,5,Exceeded my expectations! The material feels premium. Will be buying again soon.,2023-05-28
REV_0002433,CUST_00979,Coffee Maker,4,Great quality for the price. Customer support was super helpful. Very satisfied with my purchase.,2023-04-08
REV_0002434,CUST_00979,Bluetooth Speaker,3,It's okay for what you pay. Size runs a bit small. Might look for alternatives next time.,2024-02-24
REV_0002435,CUST_00979,Yoga Mat,4,This is my third purchase and it never disappoints. Works exactly as advertised. Loyal customer here!,2023-05-24
REV_0002436,CUST_00979,Running Shoes,2,Worst purchase I've ever made. Missing parts in the box. Demanding a full refund.,2024-01-27
REV_0002437,CUST_00980,Bluetooth Speaker,5,Perfect! Exactly what I was looking for. Easy to set up and use. Five stars all the way.,2024-03-25
REV_0002438,CUST_00980,Water Bottle,5,Great quality for the price. The material feels premium. Very satisfied with my purchase.,2023-11-07
REV_0002439,CUST_00980,Wireless Headphones,4,Great quality for the price. Better than the more expensive alternatives. Very satisfied with my purchase.,2023-11-18
REV_0002440,CUST_00981,Water Bottle,3,Solid enough product. Size runs a bit small. No major complaints but room for improvement.,2023-09-01
REV_0002441,CUST_00982,Smart Watch,5,Absolutely love this product! Easy to set up and use. Would definitely recommend to friends and family.,2024-05-20
REV_0002442,CUST_00982,Wireless Headphones,2,"Broke after a week of use. It stopped working after just a few uses. Cheaply made, avoid this product.",2023-12-21
REV_0002443,CUST_00982,Phone Case,3,"Mixed feelings about this one. Size runs a bit small. Some good aspects, some not so much.",2024-03-07
REV_0002444,CUST_00982,Coffee Maker,3,Solid enough product. Instructions could be clearer. No major complaints but room for improvement.,2024-03-26
REV_0002445,CUST_00982,Coffee Maker,4,Impressive quality and fast shipping. The material feels premium. Couldn't be happier.,2024-09-03
REV_0002446,CUST_00983,Desk Lamp,5,Absolutely love this product! Customer support was super helpful. Would definitely recommend to friends and family.,2024-03-06
REV_0002447,CUST_00983,Desk Lamp,2,Terrible experience. Missing parts in the box. Customer service was unhelpful when I complained.,2024-06-16
REV_0002448,CUST_00984,Water Bottle,5,Perfect! Exactly what I was looking for. The design is sleek and modern. Five stars all the way.,2024-05-31
REV_0002449,CUST_00984,Kitchen Scale,3,Does the job but The color was slightly different from the photo. Expected a bit more for the price.,2024-06-27
REV_0002450,CUST_00985,Sunglasses,5,Great quality for the price. Better than the more expensive alternatives. Very satisfied with my purchase.,2024-06-06
REV_0002451,CUST_00985,Wireless Headphones,5,Absolutely love this product! My whole family loves it. Would definitely recommend to friends and family.,2023-08-21
REV_0002452,CUST_00985,Smart Watch,2,"Poor quality product. Missing parts in the box. Waste of money, returning immediately.",2024-05-04
REV_0002453,CUST_00985,Running Shoes,4,Impressive quality and fast shipping. Easy to set up and use. Couldn't be happier.,2023-08-08
REV_0002454,CUST_00985,Notebook Set,4,Great quality for the price. Easy to set up and use. Very satisfied with my purchase.,2023-12-11
REV_0002455,CUST_00986,Smart Watch,5,Best purchase I've made this year. The material feels premium. Worth every penny.,2024-09-08
REV_0002456,CUST_00986,Notebook Set,4,Absolutely love this product! Easy to set up and use. Would definitely recommend to friends and family.,2024-08-22
REV_0002457,CUST_00986,Yoga Mat,4,Great quality for the price. Better than the more expensive alternatives. Very satisfied with my purchase.,2024-10-03
REV_0002458,CUST_00986,Kitchen Scale,2,Very disappointed with this purchase. It doesn't match the description at all. Would not recommend.,2024-10-04
REV_0002459,CUST_00986,Phone Case,3,Decent product overall. Instructions could be clearer. Not bad but nothing special either.,2024-09-16
REV_0002460,CUST_00988,Coffee Maker,3,"Mixed feelings about this one. It works but feels flimsy. Some good aspects, some not so much.",2024-06-12
REV_0002461,CUST_00988,Phone Case,3,Does the job but The packaging was nice at least. Expected a bit more for the price.,2024-07-10
REV_0002462,CUST_00988,Phone Case,3,Solid enough product. Instructions could be clearer. No major complaints but room for improvement.,2024-12-31
REV_0002463,CUST_00988,Portable Charger,5,This is my third purchase and it never disappoints. The design is sleek and modern. Loyal customer here!,2024-08-24
REV_0002464,CUST_00989,Smart Watch,3,Solid enough product. Size runs a bit small. No major complaints but room for improvement.,2023-07-20
REV_0002465,CUST_00990,Running Shoes,4,Exceeded my expectations! The material feels premium. Will be buying again soon.,2024-05-09
REV_0002466,CUST_00993,Sunglasses,4,Impressive quality and fast shipping. The material feels premium. Couldn't be happier.,2024-05-07
REV_0002467,CUST_00993,Coffee Maker,5,Impressive quality and fast shipping. Works exactly as advertised. Couldn't be happier.,2024-08-30
REV_0002468,CUST_00993,Desk Lamp,5,Exceeded my expectations! Arrived earlier than expected. Will be buying again soon.,2023-12-22
REV_0002469,CUST_00993,Sunglasses,5,Great quality for the price. Easy to set up and use. Very satisfied with my purchase.,2024-08-24
REV_0002470,CUST_00993,Wireless Headphones,5,Absolutely love this product! The material feels premium. Would definitely recommend to friends and family.,2023-11-30
REV_0002471,CUST_00994,Laptop Stand,3,Average quality. Took a while to arrive. Serves its purpose but could be improved.,2024-06-12
REV_0002472,CUST_00994,Notebook Set,4,This is my third purchase and it never disappoints. Arrived earlier than expected. Loyal customer here!,2023-10-24
REV_0002473,CUST_00994,Kitchen Scale,2,"Poor quality product. Missing parts in the box. Waste of money, returning immediately.",2024-11-08
REV_0002474,CUST_00995,Backpack,3,Does the job but Took a while to arrive. Expected a bit more for the price.,2024-09-18
REV_0002475,CUST_00995,Wireless Headphones,5,This is my third purchase and it never disappoints. Customer support was super helpful. Loyal customer here!,2024-04-12
REV_0002476,CUST_00995,Smart Watch,5,Great quality for the price. Arrived earlier than expected. Very satisfied with my purchase.,2024-08-28
REV_0002477,CUST_00997,Water Bottle,3,Decent product overall. The packaging was nice at least. Not bad but nothing special either.,2024-09-18
REV_0002478,CUST_00997,Phone Case,3,Does the job but It works but feels flimsy. Expected a bit more for the price.,2024-05-13
REV_0002479,CUST_00997,Wireless Headphones,2,Very disappointed with this purchase. The material feels cheap and flimsy. Would not recommend.,2024-09-27
REV_0002480,CUST_00997,Coffee Maker,5,Exceeded my expectations! Easy to set up and use. Will be buying again soon.,2024-05-19
REV_0002481,CUST_00998,Laptop Stand,3,Decent product overall. Took a while to arrive. Not bad but nothing special either.,2024-09-01
REV_0002482,CUST_00998,Yoga Mat,4,Absolutely love this product! Arrived earlier than expected. Would definitely recommend to friends and family.,2023-09-22
REV_0002483,CUST_00998,Kitchen Scale,5,Impressive quality and fast shipping. Arrived earlier than expected. Couldn't be happier.,2024-02-23
REV_0002484,CUST_00998,Bluetooth Speaker,2,Hugely disappointing. The battery life is terrible. The product photos are misleading.,2023-04-03
REV_0002485,CUST_00998,Backpack,5,Exceeded my expectations! The material feels premium. Will be buying again soon.,2023-05-10
REV_0002486,CUST_01000,Coffee Maker,1,Terrible experience. Arrived damaged with no protective packaging. Customer service was unhelpful when I complained.,2024-04-01
REV_0002487,CUST_01000,Coffee Maker,1,Terrible experience. Waited 3 weeks for delivery. Customer service was unhelpful when I complained.,2024-12-16
REV_0002488,CUST_01000,Portable Charger,1,"Broke after a week of use. Waited 3 weeks for delivery. Cheaply made, avoid this product.",2024-02-28
REV_0002489,CUST_01000,Wireless Headphones,3,"Mixed feelings about this one. Took a while to arrive. Some good aspects, some not so much.",2024-06-22
REV_0002490,CUST_01000,Bluetooth Speaker,1,Complete garbage. Arrived damaged with no protective packaging. I've wasted so much time dealing with returns.,2024-12-22
REV_0002491,CUST_01001,Wireless Headphones,5,Best purchase I've made this year. The design is sleek and modern. Worth every penny.,2023-10-11
REV_0002492,CUST_01001,Wireless Headphones,1,Terrible experience. The stitching came apart immediately. Customer service was unhelpful when I complained.,2023-10-09
REV_0002493,CUST_01001,Coffee Maker,3,Decent product overall. The color was slightly different from the photo. Not bad but nothing special either.,2023-06-19
REV_0002494,CUST_01001,Kitchen Scale,4,This is my third purchase and it never disappoints. Easy to set up and use. Loyal customer here!,2024-07-17
REV_0002495,CUST_01001,Sunglasses,1,"Poor quality product. The material feels cheap and flimsy. Waste of money, returning immediately.",2024-05-28
REV_0002496,CUST_01003,Bluetooth Speaker,3,Does the job but It works but feels flimsy. Expected a bit more for the price.,2024-04-21
REV_0002497,CUST_01004,Water Bottle,1,"Poor quality product. It stopped working after just a few uses. Waste of money, returning immediately.",2024-05-28
REV_0002498,CUST_01004,Kitchen Scale,1,"Poor quality product. The stitching came apart immediately. Waste of money, returning immediately.",2024-09-20
REV_0002499,CUST_01004,Sunglasses,2,"Poor quality product. Waited 3 weeks for delivery. Waste of money, returning immediately.",2024-11-18
REV_0002500,CUST_01004,Bluetooth Speaker,2,Hugely disappointing. The stitching came apart immediately. The product photos are misleading.,2024-07-22
REV_0002501,CUST_01004,Desk Lamp,3,It's okay for what you pay. The packaging was nice at least. Might look for alternatives next time.,2024-07-23
REV_0002502,CUST_01005,Running Shoes,3,Does the job but The packaging was nice at least. Expected a bit more for the price.,2024-07-16
REV_0002503,CUST_01005,Laptop Stand,5,This is my third purchase and it never disappoints. Better than the more expensive alternatives. Loyal customer here!,2024-04-01
REV_0002504,CUST_01006,Backpack,4,This is my third purchase and it never disappoints. The material feels premium. Loyal customer here!,2024-07-19
REV_0002505,CUST_01006,Yoga Mat,5,Perfect! Exactly what I was looking for. Arrived earlier than expected. Five stars all the way.,2024-07-18
REV_0002506,CUST_01007,Laptop Stand,2,Hugely disappointing. The material feels cheap and flimsy. The product photos are misleading.,2024-08-11
REV_0002507,CUST_01008,Backpack,2,Not as described at all. The material feels cheap and flimsy. Feel completely ripped off.,2024-12-20
REV_0002508,CUST_01008,Bluetooth Speaker,5,Absolutely love this product! The design is sleek and modern. Would definitely recommend to friends and family.,2024-03-04
REV_0002509,CUST_01009,Portable Charger,3,"Mixed feelings about this one. The packaging was nice at least. Some good aspects, some not so much.",2024-09-14
REV_0002510,CUST_01009,Smart Watch,5,Impressive quality and fast shipping. Works exactly as advertised. Couldn't be happier.,2024-09-20
REV_0002511,CUST_01010,Running Shoes,5,Great quality for the price. The design is sleek and modern. Very satisfied with my purchase.,2024-06-20
REV_0002512,CUST_01010,Portable Charger,3,Solid enough product. The color was slightly different from the photo. No major complaints but room for improvement.,2024-09-22
REV_0002513,CUST_01011,Backpack,4,Impressive quality and fast shipping. Works exactly as advertised. Couldn't be happier.,2024-03-11
REV_0002514,CUST_01011,Laptop Stand,5,Great quality for the price. Works exactly as advertised. Very satisfied with my purchase.,2023-08-25
REV_0002515,CUST_01011,Phone Case,4,This is my third purchase and it never disappoints. My whole family loves it. Loyal customer here!,2024-05-12
REV_0002516,CUST_01012,Yoga Mat,3,Solid enough product. It works but feels flimsy. No major complaints but room for improvement.,2024-05-16
REV_0002517,CUST_01012,Notebook Set,1,Terrible experience. Arrived damaged with no protective packaging. Customer service was unhelpful when I complained.,2024-06-01
REV_0002518,CUST_01012,Backpack,1,Terrible experience. Arrived damaged with no protective packaging. Customer service was unhelpful when I complained.,2024-12-04
REV_0002519,CUST_01012,Water Bottle,3,Decent product overall. The color was slightly different from the photo. Not bad but nothing special either.,2024-06-19
REV_0002520,CUST_01012,Notebook Set,2,Very disappointed with this purchase. The battery life is terrible. Would not recommend.,2024-10-19
REV_0002521,CUST_01013,Desk Lamp,5,Exceeded my expectations! The design is sleek and modern. Will be buying again soon.,2024-08-16
REV_0002522,CUST_01014,Running Shoes,2,"Poor quality product. The material feels cheap and flimsy. Waste of money, returning immediately.",2024-08-29
REV_0002523,CUST_01014,Water Bottle,1,Terrible experience. It doesn't match the description at all. Customer service was unhelpful when I complained.,2024-01-19
REV_0002524,CUST_01014,Water Bottle,5,Exceeded my expectations! Better than the more expensive alternatives. Will be buying again soon.,2023-09-11
REV_0002525,CUST_01014,Wireless Headphones,1,Terrible experience. The stitching came apart immediately. Customer service was unhelpful when I complained.,2024-12-08
REV_0002526,CUST_01015,Backpack,3,Does the job but Size runs a bit small. Expected a bit more for the price.,2024-09-11
REV_0002527,CUST_01015,Backpack,3,Average quality. The packaging was nice at least. Serves its purpose but could be improved.,2024-05-04
REV_0002528,CUST_01015,Bluetooth Speaker,1,"Poor quality product. Arrived damaged with no protective packaging. Waste of money, returning immediately.",2024-10-11
REV_0002529,CUST_01017,Backpack,3,Solid enough product. The color was slightly different from the photo. No major complaints but room for improvement.,2024-07-08
REV_0002530,CUST_01017,Laptop Stand,1,"Poor quality product. Arrived damaged with no protective packaging. Waste of money, returning immediately.",2024-12-16
REV_0002531,CUST_01017,Desk Lamp,1,"Poor quality product. The material feels cheap and flimsy. Waste of money, returning immediately.",2023-12-19
REV_0002532,CUST_01017,Sunglasses,3,Solid enough product. Took a while to arrive. No major complaints but room for improvement.,2024-02-19
REV_0002533,CUST_01017,Bluetooth Speaker,2,Worst purchase I've ever made. Arrived damaged with no protective packaging. Demanding a full refund.,2023-12-09
REV_0002534,CUST_01018,Backpack,2,Very disappointed with this purchase. The battery life is terrible. Would not recommend.,2024-08-31
REV_0002535,CUST_01019,Smart Watch,3,Average quality. It works but feels flimsy. Serves its purpose but could be improved.,2024-07-28
REV_0002536,CUST_01019,Bluetooth Speaker,1,Complete garbage. It doesn't match the description at all. I've wasted so much time dealing with returns.,2024-06-09
REV_0002537,CUST_01019,Coffee Maker,4,Exceeded my expectations! Easy to set up and use. Will be buying again soon.,2024-10-08
REV_0002538,CUST_01020,Backpack,4,Perfect! Exactly what I was looking for. Better than the more expensive alternatives. Five stars all the way.,2024-03-18
REV_0002539,CUST_01020,Bluetooth Speaker,4,Great quality for the price. Easy to set up and use. Very satisfied with my purchase.,2024-11-01
REV_0002540,CUST_01020,Backpack,4,Great quality for the price. Works exactly as advertised. Very satisfied with my purchase.,2024-06-06
REV_0002541,CUST_01021,Kitchen Scale,4,Perfect! Exactly what I was looking for. Easy to set up and use. Five stars all the way.,2024-04-29
REV_0002542,CUST_01021,Coffee Maker,4,Impressive quality and fast shipping. My whole family loves it. Couldn't be happier.,2024-09-30
REV_0002543,CUST_01021,Phone Case,5,Absolutely love this product! Better than the more expensive alternatives. Would definitely recommend to friends and family.,2024-08-27
REV_0002544,CUST_01021,Smart Watch,5,Impressive quality and fast shipping. The material feels premium. Couldn't be happier.,2024-06-07
REV_0002545,CUST_01021,Backpack,4,Absolutely love this product! My whole family loves it. Would definitely recommend to friends and family.,2024-11-17
